"iso_2","iso_3","country","year","beer_excise_hl_usd","beer_low_alc_usd","still_wine_excise_hl_usd","sparkling_wine_excise_hl_usd","low_alc_excise_hl_usd","alc_excise_hl_usd","small_dist_rate","cigarette_excise_1k_usd","cigarette_excise_1k_pct_rsp","cigar_excise_1k_usd","cigar_excise_1k_pct_rsp","roll_tob_excise_1kg_usd","roll_tob_excise_1kg_pct_rsp","cig_pack_ex_tax_price_usd","cig_pack_specific_pct_rsp","cig_pack_ad_val_pct_rsp","cig_pack_sales_pct_rsp","cig_pack_total_tax_pct_rsp","cig_pack_price_usd","unleaded_total_tax_pct_price","unleaded_excise_pct_price","diesel_total_tax_pct_price","diesel_excise_pct_price","household_fuel_total_tax_pct_price","household_fuel_excise_pct_price"
"IE","IRL","Ireland",2018,25.3370786516854,NA,477.348314606742,954.696629213483,159.067415730337,4783.14606741573,0,347.23595505618,9.04,NA,0,376.786516853933,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IE","IRL","Ireland",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.3,41.970920148183,54.854552323385,36.1919153758972,26.1816882962257,14.2874151684724
"IE","IRL","Ireland",2020,25.3370786516854,NA,477.348314606742,954.696629213483,159.067415730337,4783.14606741573,0,388.808988764045,9.04,NA,0,426.775280898876,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","ISR","Israel",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.691,22.19,46.18,14.53,82.9,9.88888888888889,NA,NA,NA,NA,NA,NA
"IL","ISR","Israel",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58489976568602,22.19,46.18,14.53,82.9,9.26841968237438,NA,NA,NA,NA,NA,NA
"IL","ISR","Israel",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.6811941889911,50.2465680394509,62.2149622149622,47.6850476850477,63.9316239316239,49.4017094017094
"IL","ISR","Israel",2018,64.1666666666667,NA,0,NA,0,2340,0,109.722222222222,NA,0,NA,126.116666666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL","ISR","Israel",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.2620823767899,49.7321678468754,58.5201793721973,44.0264573991031,58.5504464832901,44.0205319533756
"IL","ISR","Israel",2020,66.0112359550562,NA,0,NA,0,2401.96629213483,0,112.623595505618,NA,0,NA,319.674157303371,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IS","ISL","Iceland",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.29008367339298,36.18,0,19.35,55.53,11.8958481524466,NA,NA,NA,NA,NA,NA
"IS","ISL","Iceland",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.56434791245903,36.18,0,19.35,55.53,10.2638810714167,NA,NA,NA,NA,NA,NA
"IS","ISL","Iceland",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.7055453231484,36.350706613471,52.3056645645628,32.9508258548854,NA,NA
"IS","ISL","Iceland",2018,NA,NA,NA,NA,NA,13798.9140610373,0,229.849279161206,0,NA,0,255.570117955439,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IS","ISL","Iceland",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.6823164377444,40.3274777280669,55.813837730214,36.4609258337481,NA,NA
"IS","ISL","Iceland",2020,NA,NA,NA,NA,NA,12633.5535437566,0,210.402903515211,0,NA,0,234.075524019248,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IT","ITA","Italy",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41050732807215,6.88,51.03,18.03,75.94,5.86245772266065,NA,NA,NA,NA,NA,NA
"IT","ITA","Italy",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38398230088496,6.88,51.03,18.03,75.94,5.75221238938053,NA,NA,NA,NA,NA,NA
"IT","ITA","Italy",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.4292373598615,47.3964504746156,62.0099786172487,43.9771917320029,51.9822081444914,33.9494212592455
"IT","ITA","Italy",2018,8.48314606741573,NA,0,0,0,1160.13483146067,0,21.7491573033708,59.1,0,23,0,58.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IT","ITA","Italy",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.3024338101076,46.2696469248617,59.7625581269601,41.7297501892506,48.8757251534494,30.8429382682035
"IT","ITA","Italy",2020,8.39887640449438,NA,0,0,0,1160.13483146067,0,21.7491573033708,59.1,0,23,0,58.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JP","JPN","Japan",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4490665620598,55.65,0,7.41,63.06,3.92275734179698,NA,NA,NA,NA,NA,NA
"JP","JPN","Japan",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49399317970825,55.65,0,7.41,63.06,4.04437785519289,NA,NA,NA,NA,NA,NA
"JP","JPN","Japan",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.3187324717379,40.9113250643305,36.731195805606,29.3237883981986,10.8665497476556,3.45914234024816
"JP","JPN","Japan",2018,NA,NA,71.3139597076128,71.3139597076128,71.3139597076128,NA,0,109.146015332501,0,109.146015332501,0,109.146015332501,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JP","JPN","Japan",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.9934139375412,37.9025048466321,34,27.2258497351525,12.1288793795597,3.03797028865058
"JP","JPN","Japan",2020,NA,NA,73.3272227314391,73.3272227314391,73.3272227314391,NA,0,121.493440968718,0,112.319970644895,0,112.319970644895,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KR","KOR","Korea",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04098016232833,64.76,0,9.09,73.85,3.98080368003185,NA,NA,NA,NA,NA,NA
"KR","KOR","Korea",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01406113062969,64.76,0,9.03,73.85,3.8778628322359,NA,NA,NA,NA,NA,NA
"KR","KOR","Korea",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.4453453401399,42.3544362492308,49.3405903286582,40.2496812377491,17.4580304269877,8.36712133607857
"KR","KOR","Korea",2018,NA,NA,NA,NA,NA,NA,0,128.643953866836,64.64,NA,0,91.2757376353216,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KR","KOR","Korea",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.8437900727234,41.7528809818143,48.5345985140095,39.4436487333274,16.6247599462429,7.53385085533384
"KR","KOR","Korea",2020,NA,NA,NA,NA,NA,NA,0,125.027885027885,64.76,NA,0,88.5456885456885,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT","LTU","Lithuania",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.859044444444444,32.7,25,17.36,75.06,3.44444444444444,NA,NA,NA,NA,NA,NA
"LT","LTU","Lithuania",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.7576937370591,38.4023218362327,49.5545776537512,32.1992057529248,21.0797006349094,3.72432873408293
"LT","LTU","Lithuania",2018,7.98876404494382,NA,185.022471910112,185.022471910112,73.5505617977528,1870.83146067416,0,62.9213483146067,25,37.0786516853933,NA,67.685393258427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LT","LTU","Lithuania",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.1109177903436,37.7555458895172,47.2413793103448,29.9137931034483,21.5073747479141,4.15200284708767
"LT","LTU","Lithuania",2020,7.98876404494382,NA,185.022471910112,185.022471910112,73.5505617977528,2058.42696629213,0,69.9438202247191,25,47.1910112359551,NA,77.0786516853933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LU","LUX","Luxembourg",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.71652762119504,7.07,46.65,17,70.72,5.86245772266065,NA,NA,NA,NA,NA,NA
"LU","LUX","Luxembourg",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68424778761062,7.07,46.65,17,70.72,5.75221238938053,NA,NA,NA,NA,NA,NA
"LU","LUX","Luxembourg",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.9776462853386,39.4477317554241,47.2527472527472,32.7228327228327,14.0456775742172,1.76497581983127
"LU","LUX","Luxembourg",2018,2.2247191011236,NA,0,0,0,1169.83146067416,0,21.2247191011236,46.65,0,10,17.8089887640449,33.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LU","LUX","Luxembourg",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.4476727929027,36.9177582629882,46.1433756805808,32.2141560798548,13.8698194762268,1.58911772184083
"LU","LUX","Luxembourg",2020,2.2247191011236,NA,0,0,0,1169.83146067416,0,21.2247191011236,46.65,0,10,18.5393258426966,33.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LV","LVA","Latvia",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.682187147688838,37.47,25,17.36,79.83,3.38218714768884,NA,NA,NA,NA,NA,NA
"LV","LVA","Latvia",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.669358407079646,37.47,25,17.36,79.83,3.31858407079646,NA,NA,NA,NA,NA,NA
"LV","LVA","Latvia",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.8898071625344,37.534435261708,49.4165985013022,32.0612266004757,25.2328698969015,7.87749799607507
"LV","LVA","Latvia",2018,5.0561797752809,NA,87.6404494382022,87.6404494382022,NA,1629.21348314607,0,75.2808988764045,20,82.0224719101124,NA,74.1573033707865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LV","LVA","Latvia",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.9656503400725,39.6102784392461,50.8502024291498,33.5222672064777,24.4498655780145,7.09449367718809
"LV","LVA","Latvia",2020,8.31460674157303,NA,113.483146067416,113.483146067416,NA,1757.30337078652,1,88.4269662921348,20,106.966292134831,NA,84.2696629213483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX","MEX","Mexico",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.819002958736197,14.77,38.73,13.79,67.29,2.50383050668357,NA,NA,NA,NA,NA,NA
"MX","MEX","Mexico",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.900478354050579,13.5,40.28,13.79,67.58,2.77753964852122,NA,NA,NA,NA,NA,NA
"MX","MEX","Mexico",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7931034482759,0,13.7931034482759,0,NA,NA
"MX","MEX","Mexico",2018,NA,NA,NA,NA,NA,NA,0,18.5479597244303,40.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX","MEX","Mexico",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7931034482759,0,13.8048908756245,0,NA,NA
"MX","MEX","Mexico",2020,NA,NA,NA,NA,NA,NA,0,25.6697819314642,39.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL","NLD","Netherlands",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07794813979707,54.01,0.83,17.36,72.2,7.47463359639233,NA,NA,NA,NA,NA,NA
"NL","NLD","Netherlands",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.03887168141593,54.01,0.83,17.36,72.2,7.33407079646018,NA,NA,NA,NA,NA,NA
"NL","NLD","Netherlands",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.5165129710584,50.161141070232,56.8914187724772,39.5360468716507,65.4922430042047,48.1368711033783
"NL","NLD","Netherlands",2018,NA,NA,99.2134831460674,99.2134831460674,49.7078651685393,1894.38202247191,0,194.494382022472,5,0,6,119.831460674157,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL","NLD","Netherlands",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.9273313868795,47.5719594860531,53.7688971983563,36.5668989942628,71.8980577820231,54.5426858811966
"NL","NLD","Netherlands",2020,NA,NA,99.2134831460674,99.2134831460674,49.7078651685393,1894.38202247191,0,246.348314606742,5,0,8,175.247191011236,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO","NOR","Norway",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.43384912959381,46.04,0,20,66.04,13.0560928433269,NA,NA,NA,NA,NA,NA
"NO","NOR","Norway",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.39054285714286,46.04,0,20,66.04,12.9285714285714,NA,NA,NA,NA,NA,NA
"NO","NOR","Norway",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.0397236614853,43.0397236614853,57.2093023255814,37.2093023255814,50.0952892229231,30.0952892229231
"NO","NOR","Norway",2018,NA,NA,716.807738814994,716.807738814994,NA,9165.65900846433,0,313.180169286578,0,313.180169286578,0,313.180169286578,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NO","NOR","Norway",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.6576035409421,40.6576035409421,54.2895263509006,34.4229486324216,45.062656641604,25.062656641604
"NO","NOR","Norway",2020,NA,NA,696.818181818182,696.818181818182,NA,8909.09090909091,0,304.545454545455,0,304.545454545455,0,304.545454545455,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZ","NZL","New Zealand",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.84716417910448,61.9,0,13.04,74.94,15.3518123667377,NA,NA,NA,NA,NA,NA
"NZ","NZL","New Zealand",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5065866388309,58.81,0,13.04,71.85,19.5615866388309,NA,NA,NA,NA,NA,NA
"NZ","NZL","New Zealand",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.26009776177,34.2166195009004,13.5252318439118,0.481753583042274,NA,NA
"NZ","NZL","New Zealand",2018,20.6056737588652,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZ","NZL","New Zealand",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.3828566506231,33.3393783897536,15.9741984050826,3.03410707785977,NA,NA
"NZ","NZL","New Zealand",2020,19.1144736842105,NA,191.144736842105,191.144736842105,191.144736842105,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL","POL","Poland",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.846446149775073,28.13,31.41,18.7,78.24,3.88991796771633,NA,NA,NA,NA,NA,NA
"PL","POL","Poland",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.737777777777778,31.13,31.41,18.67,81.25,3.93481481481481,NA,NA,NA,NA,NA,NA
"PL","POL","Poland",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.6819652762956,35.9827782844256,51.0554025343854,32.3562155425155,26.4484838767862,7.74929688491626
"PL","POL","Poland",2018,5.15343915343915,NA,41.7989417989418,41.7989417989418,41.7989417989418,1508.99470899471,0,54.6984126984127,31.41,103.968253968254,NA,37.3783068783069,31.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL","POL","Poland",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.1465166270645,33.4473296351946,47.7790846411868,29.0798889562122,25.5855647274983,6.8863777356284
"PL","POL","Poland",2020,5.58072916666667,NA,45.3125,45.3125,45.3125,1634.11458333333,0,59.4010416666667,32.05,112.760416666667,NA,40.546875,32.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PT","PRT","Portugal",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.43134160090192,37.85,17,18.7,73.55,5.41149943630214,NA,NA,NA,NA,NA,NA
"PT","PRT","Portugal",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.40442477876106,37.85,17,18.7,73.55,5.30973451327434,NA,NA,NA,NA,NA,NA
"PT","PRT","Portugal",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.8726287262873,44.1734417344173,55.4462081963206,36.7470212044507,46.5192076770164,35.0147828982553
"PT","PRT","Portugal",2018,NA,NA,0,0,0,1558.34831460674,1,106.61797752809,15,0,25,89.8876404494382,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PT","PRT","Portugal",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.7949483180497,43.0957613261798,54.3362008493952,35.6370317539982,44.5988444379434,33.0944196591823
"PT","PRT","Portugal",2020,NA,NA,0,0,0,1558.34831460674,1,108,15,0,25,91.0112359550562,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SE","SWE","Sweden",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.32721955784302,47.5,1,20,68.5,7.38799859632706,NA,NA,NA,NA,NA,NA
"SE","SWE","Sweden",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.32368605466013,47.5,1,20,68.5,7.37678112590516,NA,NA,NA,NA,NA,NA
"SE","SWE","Sweden",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.2533369165995,44.2533369165995,58.7024835276229,38.7024835276229,56.3652521661853,36.3652521661853
"SE","SWE","Sweden",2018,23.625730994152,NA,NA,NA,NA,6031.46198830409,0,180.116959064327,1,159.06432748538,0,220.350877192982,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SE","SWE","Sweden",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.760686477038,41.760686477038,49.7013679275576,29.7026523665789,57.1038549743366,37.1038549743366
"SE","SWE","Sweden",2020,21.353065539112,NA,NA,NA,NA,5451.26849894292,0,169.133192389006,1,149.048625792812,0,206.871035940803,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SI","SVN","Slovenia",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.846786922209696,39.33,21.18,18.03,78.54,3.94588500563698,NA,NA,NA,NA,NA,NA
"SI","SVN","Slovenia",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09967920353982,35.292,21.18,18.03,74.51,4.3141592920354,NA,NA,NA,NA,NA,NA
"SI","SVN","Slovenia",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.6989783796626,44.6661914944167,58.7675051436915,40.7347182584456,45.0308897212628,26.9981028360169
"SI","SVN","Slovenia",2018,13.5955056179775,NA,0,0,0,1483.14606741573,1,80.1348314606741,22.61,0,6.3,46.62,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SI","SVN","Slovenia",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.1399058217224,42.1071189364765,55.0161812297735,36.9741100323625,41.6342412451362,23.6014543598903
"SI","SVN","Slovenia",2020,13.5955056179775,NA,0,0,0,1483.14606741573,1,82.7415730337079,21.88,0,6.3,46.62,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SK","SVK","Slovak Republic",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766786922209695,38.39,23,16.67,78.06,3.49492671927847,NA,NA,NA,NA,NA,NA
"SK","SVK","Slovak Republic",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.712931415929204,39.54,23,16.67,79.21,3.42920353982301,NA,NA,NA,NA,NA,NA
"SK","SVK","Slovak Republic",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.8554437328454,39.1887770661787,47.9591836734694,31.2925170068027,NA,NA
"SK","SVK","Slovak Republic",2018,4.03033707865169,NA,0,89.4943820224719,0,1213.48314606742,0,69.438202247191,23,79.8988764044944,NA,83.0337078651685,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SK","SVK","Slovak Republic",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.8554437328454,39.1887770661787,46.8032786885246,30.1639344262295,NA,NA
"SK","SVK","Slovak Republic",2020,4.03033707865169,NA,0,89.4943820224719,0,1213.48314606742,0,72.0224719101124,23,86.1797752808989,NA,86.1797752808989,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TR","TUR","Turkey",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.651685855263158,1.89,65.25,15.25,82.39,3.70065789473684,NA,NA,NA,NA,NA,NA
"TR","TUR","Turkey",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.787201986754967,1.89,65.25,15.25,82.39,4.47019867549669,NA,NA,NA,NA,NA,NA
"TR","TUR","Turkey",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.0320410609327,42.7778037727971,51.233102961692,35.9788656735564,42.5119267374679,27.2576894493323
"TR","TUR","Turkey",2018,2.3680701754386,NA,181.816438356164,1228.35890410959,181.816438356164,5052.00547945205,0,66.5479452054795,65.25,66.5479452054795,40,66.5479452054795,65.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TR","TUR","Turkey",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.0119417907538,34.7577045026182,43.3194138162937,28.0658127277561,35.7511384162764,20.4969011281408
"TR","TUR","Turkey",2020,3.58631578947368,NA,177.268077601411,1197.66137566138,117.042328042328,4925.75308641975,0,85.5590828924162,67,88.3245149911817,80,85.5555555555556,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US","USA","United States",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.664457,37.81,0,5.2,43.01,6.43,NA,NA,NA,NA,NA,NA
"US","USA","United States",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.664457,37.81,0,5.2,43.01,6.43,NA,NA,NA,NA,NA,NA
"US","USA","United States",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9186991869919,19.9186991869919,20.1846965699208,20.1846965699208,4.64190981432361,4.64190981432361
"US","USA","United States",2018,NA,NA,47,116,NA,995,0,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US","USA","United States",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5628037258748,15.4903396609024,20.098643649815,17.3859432799014,4.22705314009662,4.22705314009662
"US","USA","United States",2020,NA,NA,37,110,NA,909,0,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
